id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
d5a5fece-40bb-48e1-9ddc-c14b44bcdc76-2395000,d5a5fece-40bb-48e1-9ddc-c14b44bcdc76,danbolig Amager – Sundbyvester Plads,12.620139,55.66011,EPSG4326,Mellemforts Allé,2,0,2300,København S,62,2395000,2,25,condo,Flot stuelejlighed nær Lergravsparken,"Du har nu mulighed for, at flytte ind i en flot stuelejlighed nær Lergravsparken. Lejligheden har store vinduespartier som giver et skønt lysindfald. Udover det skønne lysindfald rummer lejligheden også et køkken, badeværelse, stue og soveværelse.I køkkenet har man mulighed for at udfolde sine gode madkunstskaber, og man får masser af opbevaring. I lejlighedens hjerterum har man både plads til spisearrangement, samt en god størrelse sofa, hvor man kan slappe af. Soveværelset har en rigtig god st",2022-08-21
2c2806ef-daa2-42a4-9941-8781541c17eb-3495000,2c2806ef-daa2-42a4-9941-8781541c17eb,"EDC Poul Erik Bech, Østerbro og Nordhavn",12.579534,55.70557,EPSG4326,Ålborggade,22,2,2100,København Ø,54,3495000,2,25,condo,Indflytningsklar 2 værelses med stor sydvendt altan på Indre Østerbro,"Skøn 2-værelses indflytningsklar lejlighed i rigtig pæn stand med super godt lysindfald – og ikke mindst en stor solrig sydvendt altan. Lejligheden består af stor stue mod gaden med flotte plankegulve, stuk og særdeles højt til loft – her er både plads til sofa og spisearrangement. Stort lyst soveværelse mod gården - Herfra er der udgang til den skønneste store vestvendte altan. Lyst køkken med alt i hårde hvidevarer og flot kig ned i den skønne gård. Sidst men ikke mindst har lejligheden et rummeligt tidløst badeværelse med separat brus. 

Alt i alt en klassisk østerbrolejlighed til både den studerende, det unge par såvel som de ældre. Egnet som forældrekøb.

Alternativ plantegning: man kan let bytte om på soveværelse og stue – så man får et køkken/alrum med udgang til altanen.

Lejligheden er beliggende i en klassisk og præsentabel ejendom fra 1895, som er yderst veldrevet - med meget lave ejer-udgifter. I foreningen er der bl.a. billigt fibernet, dørtelefon og hyggeligt gårdmiljø med både legefaciliteter og adskillige hyggekroge og solpladser. Ejendommen har et let et tilgængeligt cykelrum, brugsret til kælderrum og skur til storskrald. Søger du topmoderne lejlighed i den gamle, charmerende bydel - skal denne lejlighed opleves.

Ejendommen er beliggende på en af de attraktive adresser på indre Østerbro. Ålborggade er en ensrettet stikvej fra Østerbrogade. Fra adressen er der kun få minutters gang til f.eks. skønne Bopa Plads hvor der også kan spilles petanque om sommeren samt de ellers velassorteret gode supermarkeder. Derudover er ejendommens beliggenhed særlig attraktiv fordi der også er kort afstand til rekreative områder som f.eks. Fælledparken, Strandpromenaden, Søerne og Langelinie. Endvidere er der kort afstand til bl.a. offentlig transport samt metrostation. Altså en beliggenhed der ikke fås bedre.

Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk",2022-08-21
0ac76a21-d59a-4a85-91e0-59756b9a6b73-3195000,0ac76a21-d59a-4a85-91e0-59756b9a6b73,Nybolig Vesterbro/Enghave Plads - Per Vedel Koch,12.559716,55.677364,EPSG4326,Vester Søgade,24,0,1601,København V,49,3195000,1,25,condo,3 x beliggenhed – her med en ideelt opdateret planløsning.,"Kom indenfor i denne skønne totalrenoverede lejlighed beliggende med udsigt ud til Søerne. Når du træder ind i entréen, får du straks en fornemmelse af, at lejligheden har fået en flot renovering hvor køkken og bad er helt nyt. Lejlighedens 49 m2 (BBR) fremstår som en to værelses i stedet for en 1 værelses lejlighed - lavet i bedste stil med new yorkervæg som nænsomt afgrænser til det lille soveværelse. Det første rum i lejligheden er badeværelset, der med sin moderne stil fremstår rummeligt med separat brus. Går vi videre ind i lejligheden ad den aflange entre, hvor der i øvrigt er mulighed for opbevaring, kommer vi direkte ind i køkken alrummet. Her er der mulighed for at have nogle hyggelige stunder, og med det gode lysindfald fra de store vestvendte vinduer samt plads til spiseplads, kan det kun blive godt. Køkkenet fremstår i lyse elementer med en sort bordplade, og er plads mæssigt godt udnyttet. I forlængelse af køkkenalrummet, er der yderligere plads til sofa arrangement og senge afsnit, alt efter hvordan man vil indrette sig. EJENDOM:I flytter som sagt ind i en ejendom, der har været så heldig at få en af Københavns bedste adresser - og her har denne ejendom ligget siden 1974. Her venter jer en dejlig bolig, og den fuldendes på fornemmeste vis af jeres helt egen P-plads i kælderen. OMRÅDE:Med Søerne som nærmeste nabo har I gåafstand til alle byens goder. Når I ikke lufter løbeskoene rundt om Sankt Jørgens Sø, så kan I udforske nabogaderne, der byder ind med et væld af caféer, spisesteder og specialforretninger. I bor midt mellem Vesterbro og Indre By, så I kan både tage turen til Nansensgade og Værnedamsvej, hvor begge gader frister med udendørsserveringer i solen. Derudover har I kun 250 meter til nærmeste indkøbsmulighed, når der skal handles til aftenens menu.Bliv opdateret på alle vores boliger på vores facebook  Følg os på Instagram og se vores skuffesalg!Ønsker I vurdering af jeres hjem?",2022-08-21
2dfae208-4582-43cd-8b44-7e814d83584b-8995000,2dfae208-4582-43cd-8b44-7e814d83584b,EDC Poul Erik Bech,12.517767,55.715385,EPSG4326,Folevadsvej,6,,2400,København NV,172.8,8995000,5,25,villa,Indflytningsklar bolig på god beliggenhed,"Åbent hus med tilmeldingskrav 21/8 - klik på billede - Velkommen til denne skønne ejendom beliggende i skønt vænge mellem Utterslev Mose og Grundtvigs Kirken. Beboelsen er fordelt på 1 plan - derudover anvendelig kælder i fuld grundplan. Ejendommen er løbende renoveret med b.la. glaseret tegltag i bedste kvalitet - indvendigt er huset også løbende opdateret så det spiller flot sammen med husets oprindelige stil.Stueplan:Du bydes velkommen i entréen/fordelingsgangen med god plads til overtøj og sko, herfra adgang til ældre køkken, nedgang til kælderen, adgang til kombineret spise- og opholdsstue samt børneværelse. Den lyse opholdsstue byder på store vinduespartier samt udgang til aftenterrassen med udsigt til boldbanerne. Fra opholdsstuen/spisestuen er åben adgang til det store opholdsareal som evt. kan anvendes som hjemmekontor, her har du udgang til den store terrasse samt baghave. I husets tilbygning finder du flisebadeværelse er m/ gulvvarme, væghængt toilet og stor bruseniche udført i gode tidløse materialer. Godt soveværelse med stor skabsvæg samt godt børneværelse.Ønsker I en indflytningsklar bolig på en særdeles eftertragtet placering er dette et oplagt bud.Kælder:God, tør og anvendelig kælder på 132 kvadratmeter. Her får I 4 anvendelige disponible rum, garage samt stort badeværelse.Området:Med denne adresse bosætter I jer med en rigtig god beliggenhed, som placerer jer med Utterslev Mose som nabo og stadig tæt på byen. Det er dog ikke nødvendigt at starte bilen til de fleste daglige gøremål, for alle fornødenheder er i gå- eller cykelafstand.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dkNår du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2022-08-21
535af71f-03fc-4a09-b476-93b2867280f3-4495000,535af71f-03fc-4a09-b476-93b2867280f3,danbolig Amagerbro og Bryggen,12.570181,55.6589,EPSG4326,Jens Otto Krags Gade,17,3,2300,København S,79,4495000,2,25,condo,Lækker toværelses lejlighed på Islands Brygge,"I den sydlige ende af Islands Brygge har du nu muligheden for at rykke ind i denne toværelses lejlighed på tredje sal, der har to skønne altaner, et værelse, et badeværelse og et opholdsmiljø med et moderne køkken og en flot stue. Dit nye hjem ligger lige ud til søen og ligger desuden utroligt praktisk med kort afstand til Bryggebroen, offentlig transport samt indkøb. Ejendommen fra 2006 er udført i kvalitetsmaterialer. Opholdsmiljøet er nydeligt udført med Dinesen plankegulve og et elegant desi",2022-08-21
b9877d8d-8c0f-4b72-bff6-f5d0e79fcdbf-2195000,b9877d8d-8c0f-4b72-bff6-f5d0e79fcdbf,danbolig Valby & kbh SV,12.5247755,55.649734,EPSG4326,Haydnsvej,13,1,2450,København SV,46,2195000,2,25,condo,Flot og indflytningsklar 2-vær med altan (delevenlig),"Lejligheden er placeret væk fra vejen og ligger ugeneret fra støj og trafik.  Der er også altan med udsigt ud over gårdhaven.  Her er der bl.a. en god størrelse på badeværelse, stue med gode indretningsmuligheder og et godt værelse.  Lad ikke kvm. snyde dig - for lejligheden er super godt udnyttet.  Det oplagte forældrekøb!   Lejligheden indeholder:, Fordelingsentré. Lys stue med fine indretningsmuligheder samt udgang til altan. Altan i god størrelse med dejlig udsigt ud over den store gårdhave.",2022-08-21
b8be20c3-3c48-4741-b71b-c92c27962364-1895000,b8be20c3-3c48-4741-b71b-c92c27962364,EDC Poul Erik Bech/Arne Madsen,12.490357,55.706657,EPSG4326,Kabbelejevej,11,1,2700,Brønshøj,56,1895000,2,25,condo,Delevenlig og rolig beliggenhed!,"Åbent hus med tilmeldingskrav 22/8 - klik på billede - 

Velkommen til Kabbelejevej 13, st. mf., hvor du får en veldisponeret 2-værelses lejlighed, med mulighed for at sætte sit eget præg. Lejligheden er delevenlig. 

Lejligheden er en rummelig 2V’er med en god entré. Fra entreen er der adgang til badeværelse af en fornuftig størrelse og lejlighedens køkken, der rummer godt med skabsplads. 

Til lejligheden hører eget kælderrum. 
Lejligheden er en del af en velfungerende ejerforening  med fælles vaskekælder, tørrerum og cykelkælder. Selve ejendommen er en yderst præsentabel murstensejendom fra 1935, som løbende er vedligeholdt. Der er et hyggeligt gårdmiljø. 

Beliggenheden for lejligheden er et hyggeligt område centralt i Brønshøj. Tæt på findes Brønshøj torv og kort afstand til motorvejsnettet, skole, daginstitutioner og indkøbsmuligheder. Offentlig transport findes lige udenfor døren i form af 2A, 5C og 350S. Er beliggende kun en kort gåtur til de dejlige naturomgivelser ved Utterslev Mose.",2022-08-21
dd3adf92-eb11-423c-b247-ed83f3812d4c-4295000,dd3adf92-eb11-423c-b247-ed83f3812d4c,Nybolig Vesterbro/Enghave Plads - Per Vedel Koch,12.546287,55.67073,EPSG4326,Enghavevej,15,5,1674,København V,65,4295000,3,25,condo,Mulighed for at tilkøbe loftet og skabe en drømme-lejlighed i to plan.,"Lejligheden er renoveret og fremstår i rigtig flot stand. Der er et tiltag i gang som giver mulighed for at tilkøbe loftsarealet over lejligheden - en spændende mulighed som kan give 65 m2 ekstra til boligen. Dertil er der altanprojekt i ejendommen - Spørg mægler om nærmere information. Du bydes indenfor i en god entre med plads til overtøj og adgang til sep. toilet. Stort soveværelse med mulighed for at lave stor skabsvæg. Stuen er indbydende og meget lys, da den ligger med fri udsigt og langt til genboen. Køkkenet er åbent i forbindelse med mellemgang hvori der er etableret vaskesøjle og adgang til stort pænt flisebadeværelse med vindue. Køkkenet er harmonisk med god plads. Der er flotte gennemgående plankegulve i hele lejligheden. En særdeles fin lejlighed med sjæl og flot istandsat.Ejendommen: Flot ejendom fra 1895. Facaden med Enghavevej blev renoveret i 2010 og facaden mod gården blev renoveret i henholdsvis 2014/2015 herunder også kælder og ejendommens varmeanlæg. Ejendommen har fjernvarme, dørtlf., billigt internet gennem Fiberby samt lille hyggelig gård med plads til cykel samt brugsret til loftrum. Beliggenhed: Lejligheden ligger i starten af Enghavevej på 5. sal, hvilket både giver fri udsigt og masser af lys i lejligheden, men også giver en ro og uforstyrrethed fra Vesterbros hverdagsliv. Området byder samtidig på både gode caféer, indkøbsmuligheder samt nem adgang til offentlig transport og metro. Det er dog sjældent offentlig transport er nødvendig da, Frederiksberg, Nørrebro og strøget ligger inden for kort cykel afstand. Derudover er der masse aktiviteter inden for hånden, koncertoplevelser i Vega, kødbyens madmekka, DGI-byen mm.  Vi glæder os til at byde jer velkommenBliv opdateret på alle vores boliger på vores facebook  Følg os på Instagram og se vores skuffesalg!Ønsker I vurdering af jeres hjem?",2022-08-21
e09dc2e6-d84d-4f7b-8223-fac2865d3eba-4799000,e09dc2e6-d84d-4f7b-8223-fac2865d3eba,"EDC Poul Erik Bech, Valby og Sydhavnen",12.520035,55.658455,EPSG4326,Trekronergade,35,1,2500,Valby,85,4799000,3,25,condo,Herskabelig lejlighed på 101 etagemeter i to plan med tagterrasse og fantastisk udsigt over byen og Forfatterkvarteret,"Åbent hus med tilmeldingskrav 28/8 - klik på billede - Fantastisk dejlig lejlighed på 101 etagemeter der er beliggende ved det attraktive forfatterkvarter og med skøn udsigt over kvarteret, mod byen og de nye tårne i Carlsberg Byen. Her får man en lejlighed med de charmerende og herskabelig detaljer i en meget smuk ejendom fra 1902. Her er man meget tæt op ad Vesterbro og Carlsberg Byen. Området er kendt for sin meget centrale beliggenhed, hvor man foruden fuglekvidder og gode naboer, mærker byens sus blot få minutter væk. Kvarteret består af yderst smukke og charmerende byhuse, murstensvillaer og lejligheder der præger området, ligesom stemningen er helt speciel og svær at finde andre steder i Valby. Her er man tæt på alt og har hyggelige lokale kaffebarer såsom Emmerys og Ny Ellebjerg st. for enden af vejen, der bliver det nye knudepunkt med både tog, bus og kommende metro. Valby Langgades handelsstrøg med butikker, restauranter, cafeer og Spinderiet, ligger i nærheden. Ligeledes kan du indenfor kort afsted nå naturskønne Søndermarken, J. C. Jacobsens Have, Vester Kirkegård og Valby Parken med strandpark. Lejligheden har masser af charme og rummer smukke detaljer, stuk, rosetter, glatte vægge, flotte plankegulve, højloftet og i en yderst god stand. Lejligheden er i to plan på 101 etagemeter og med tagterrasse, hvor mange hyggelige stunder kan nydes sammen med udsigten over hele kvarteret og mod Københavns By. Lejligheden indeholder: Fordelingsentre, to stuer ensuite med indbygget bogreol og plads til stor sofastue og spisestue. Her er der et skønt kig til den fælles have og over kvarteret. Regulær soveværelse med skabe. Køkkenet fremstår med god skabs- og bordplads og opvaskemaskine. Lækkert lyst badeværelse med vindue og badekar. Fra den fine stue har man trappe til 2 salen, som rummer anvendelig kvadratmeter og to disponible rum der i dag bruges til ekstra stue og gæsterum. Herfra har man udgang til lejlighedens fede tagterrasse. Derudover er der et anvendeligt kælderrum, som sælger i dag bruger som kontor med kig til haven. Ejendommen er en gul smuk ejendom fra 1902 der er en mindre ejerforening med et godt naboskab. Huset er i velholdt stand, hvor der i 2021 blev skiftet zinktagrender på huset. Her er der en hyggelig fælles have med god beplantning og terrasse med borde og bænke. Man har i foreningen vaskerum med egen vaskemaskine, tørrerum, kælderrum, dørtelefon og overdækket cykelparkering.Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2022-08-21
e3500594-73d4-4b0f-ad2a-a5fa6b12d051-2795000,e3500594-73d4-4b0f-ad2a-a5fa6b12d051,home Amager - Sundby,12.598174,55.658104,EPSG4326,Mjøsensgade,13,4,2300,København S,65,2795000,2,25,condo,INDFLYTNINGSKLAR 2V’ER MED SYDVENDT ALTAN,"Øverst oppe, på en fredelig sidegade, finder du denne indflytningsklare lejlighed med solrig, sydvendt altan. Med sine velindrettede 65 kvm og gode planløsning er boligen ideel til førstegangskøberen og egner sig glimrende som delelejlighed. Her er forældrekøb også muligt.

Når du ankommer på adressen møder du en god fordelingsentré med rigtig fin plads til sko og overtøj. Fra entréen har du overblik over alle lejlighedens rum, heriblandt et lyst og lækkert badeværelse med separat bruseniche og",2022-08-21
016ab41a-ee23-437c-aaa4-8c25288fcde6-4995000,016ab41a-ee23-437c-aaa4-8c25288fcde6,Estate Amager - Tårnby & Kastrup,12.608501,55.642353,EPSG4326,Oxford Have,105,,2300,København S,101,4995000,4,26,terraced house,,"Dette moderne toplansrækkehus i Oxford Have henvender sig til det publikum, der søger en velindrettet bolig med et børnevenligt miljø lige uden for døren. Planløsningen udnytter pladsen optimalt og giver blandt andet tre soveværelser samt åbent køkken og stuer til familiehyggen. Det hele tager imod i super velholdt stand, ligesom der er taget kærligt hånd om haven. Her byder de godt og vel 25 kvadratmeter på ekstra mange solskinstimer, en nyere stenterrasse og botaniske indslag som figentræ, troldhassel og syriske roser i flere farver. Og Oxford Have - ja, den er bilfri og vil være med i kampen om førstepladsen, hvis der kommer en konkurrence om, hvilken bebyggelse, der er den mest børnevenlige i København. De hvide funkishuse bindes sammen af stier og fælles områder med legepladser. Fra tidlig alder færdes børnene til og fra vennerne. Som i en landsby er hele bebyggelsen deres trygge nærmiljø. Blandt de voksne er naboskabet præget af imødekommenhed, hvad enten det handler om at holde øje med hinandens børn eller lige hjælpe med noget, nogen står og mangler. I bebyggelsen har rækkehuset en attraktiv placering. Det vil sige trukket lidt væk fra de store pladser, hvor tingene sker, men samtidig så tæt på, at man kan se til fællesskabet og hurtigt træde ind i det. I rækken af huse har boligen overfor et byggeri i ikke tre, men derimod to plan. Resultatet er ikke bare bonus på stuernes lyskonto, men også flere solbeskinnede timer i den vestvendte have, ikke mindst om eftermiddagen.De tre værelser er samlet på første sal og har selskab af badeværelset. De to af værelserne har indbygget skabsplads. Det ene værelse har udgang til en altan mod øst. Gæstetoilet og depotrum er praktiske indslag i stueplan, hvor det meste af pladsen er dedikeret til det åbne køkken og to sammenhængende opholdsrum. Alle rum præsenterer sig pænt. Gennem årene er der passet godt på funkishusets originale kvaliteter, ligesom der har været et begrænset slid på den velindrettede bolig.Bonusinfo: beboernes biler og gæsters køretøjer holder pænt på kanten af bebyggelsen. Oxford Have har i nabolaget flere daginstitutioner, skole og idrætsaktiviteter. På Amager er adressen desuden central med 5-10 minutter på cykel til fælled og strandpark, mens turen til City klares på et kvarter.Kontakt Estate i dag - vi står klar med en fremvisning af det velindrettede rækkehus i børnevenlige Oxford Have.",2022-08-21
1887296a-9f83-4d10-80ef-a7326efb98bc-2895000,1887296a-9f83-4d10-80ef-a7326efb98bc,danbolig Vanløse,12.504323,55.69188,EPSG4326,Åløkkevej,29,2,2720,Vanløse,64,2895000,3,26,condo,Skøn og delevenlig 3 vær på grænsen til Frederiksberg med dejlig solrig altan!,"Beliggende på en lille hyggelig villavej udbydes denne dejlige 3 vær lejlighed, som indeholder masser af skønne detaljer og ikke mindst en perfekt planløsning. Lejligheden fungerer perfekt uanset om du skal bruge den som delelejlighed eller bo der som par - både med eller uden børn. Med beliggenheden lige på grænsen til Frederiksberg får du her lidt af det bedste fra 2 gode bydele. Vanløse som byder på hyggeligt nærmiljø på Jernbane Alle med både små spisesteder, vinbar og mange gode indkøbsmuli",2022-08-21
77278a94-fc97-45bd-b45e-8b1813829161-6695000,77278a94-fc97-45bd-b45e-8b1813829161,Estate City,12.597049,55.707985,EPSG4326,Helsinkigade,18,4,2150,Nordhavn,84,6695000,2,26,condo,LUKSUSLEJLIGHED I FRIHAVNS TÅRNET MED STOR ALTAN OG HØJ KVALITET,"Frihavns Tårnet er Nordhavns måske mest ikoniske byggeri. Allerede i den imponerende indgangshall er det tydeligt, at der har været et hold arkitekter på overarbejde for at give deres bud på, hvordan et københavnsk højhus skal se ud, for materialerne spiller sammen med siloens historie og giver et fuldkomment unikt udtryk. Og hvad endnu bedre er den bogstavelige krone på værket, ejendommens kæmpe fælles tagterrasse, der giver et 360 graders vue over København og det blå vandspejl.Og det er netop Frihavns Tårnet, vi skal til i dag. Her udbyder vi en spændende lejlighed på 3  værelser, der ligesom resten af ejendommen har sin balance mellem siloens originale, rå charme og den moderne kvalitet som rettesnor. Lejligheden rummer entré i direkte forbindelse med køkken og stue, et rummeligt værelse med fuld skabsvæg, et lækkert badeværelse og et disponibelt rum til enten opbevaring, hjemmekontor eller hobbyrum. Alle rum er virkelig nemme at indrette takket være den intuitive rumfordeling, hvor især køkken, opholdsrum og altan smelter sammen i forlængelse af hinanden som lejlighedens primære hjerte.3,38 meter til loftet og rå beton flere steder er noget af det, der er bevaret fra den originale bygning. Alt imens er det skræddersyede køkken i egetræ, de hvide bordplader i Corian, de keramiske fliser og den store glasaltan i lejlighedens fulde bredde et udvalg af de arkitektoniske finesser, der har fundet vej ind i boligen. Kort sagt er det med kæmpe respekt for materialerne og historien, at lejligheden kan fungere som så helstøbt et koncept.Ejendommen ligger i Århusgadekvarteret i Nordhavn, Københavns nye, trendy baghave, der med sine høje, markante bygninger straks har fået ry som en bydel med kant. Og man kan lidt af det hele. Hoppe i havnen ved havnebadet, motionere på Konditaget, eller tage metroen eller S-toget fra Nordhavn St. Århusgadekvarteret er i øvrigt spækket med spændende butikker, lækre bagere og velassorterede supermarkeder, og så fungerer bydelen som en naturlig forlængelse af Østerbros mondæne arealer.En luksuslejlighed, som bør opleves!",2022-08-21
df3af6a7-37ff-4662-a375-f16fdea6a969-11000000,df3af6a7-37ff-4662-a375-f16fdea6a969,danbolig Amager – Sundbyvester Plads,12.604076,55.654472,EPSG4326,Tyge Krabbes Vej,14,,2300,København S,222.1,11000000,5,26,villa,"Spændende, arkitekttegnet funkisvilla på Amager","I har nu mulighed for at forene en fantastisk beliggenhed på Amager med en spændende og rummelig villa med et væld af flotte detaljer. Der er tale om en arkitekttegnet funkisejendom af Frode Galatius fra 1938 med en fantastisk rumfornemmelse og funktionalitet over hele linjen. Glæd jer blandt andet til to stuer en suite, fire værelser, en tør kælder og en skøn have. Arkitekten er ikke gået på kompromis med noget i denne dejlige villa. Allerede set udefra præsenterer ejendommen sig nydeligt med r",2022-08-21
de55d3a5-f52d-4bed-9208-c96cf01c14af-6995000,de55d3a5-f52d-4bed-9208-c96cf01c14af,danbolig Vanløse,12.469699,55.693798,EPSG4326,Svankærvej,10,,2720,Vanløse,120,6995000,6,26,villa,Skøn villa i 1½ plan med udnyttet 1.sal i et eftertragtet og roligt villakvarter!,"Her udbydes indflytningsklar villa med en virkelig skøn have, hvor der er rig mulighed for at nyde solen på alle tidspunkter af døgnet. Villaen er beliggende i det attraktive kvarter ved Krogebjergparken. Svankærvej er en mindre og børnevenlig vej hvorfra der er 1 minuts gang til Krogebjergparken hvor årstiderne kan nydes, ligesom der er en flot cykeltur gennem parken til Damhussøen/engen og Vestvolden. Området er meget børnevenligt med legeplads i parken og nærtliggende boldbaner. Fra Svankærve",2022-08-21
6f6cb0f7-446d-419d-94f5-8abdfc64d2fc-2695000,6f6cb0f7-446d-419d-94f5-8abdfc64d2fc,Brikk,12.574151,55.711777,EPSG4326,Romsøgade,10,0,2100,København Ø,51,2695000,2,26,condo,"OPLAGT STUDIEBOLIG MED LAV EJERUDGIFT, KØKKENALRUM OG DIREKTE UDGANG TIL GÅRDEN!",Leder du efter din kommende studiebolig? så er denne oplagt: den rummer plads til hygge og samværd til den helt store guldmedalje - ligeledes direkte udgang til gården!; ,2022-08-21
e8c09701-d863-4b8d-a603-f04e647ff3f8-11995000,e8c09701-d863-4b8d-a603-f04e647ff3f8,PAULUN Østerbro A/S ,12.558846,55.71014,EPSG4326,Valdemar Holmers Gade,18,,2100,København Ø,193.6,11995000,6,26,terraced house,"Rækkehus i Lyngbyvejskvarteret, på hele 253 etagemeter, med masser af lys og sol.","Glæd jer til at blive en del af Lyngbyvejskvarteret på Østerbro, hvor de smukke byggeforeningshuse fra 1916 byder på herlige rammer til hverdagslivet. I kan nu overtage Valdemar Holmers Gade 18, hvor fire etager og en kælder, herunder to køkkener og fire toiletter, giver masser af plads og muligheder. I kan eksempelvis leje en etage ud eller indrette den perfekte teenage-afdeling. Her venter jer herskabelige detaljer såsom stuk, fyldningsdøre og høje paneler, ligesom I vil bemærke den lyse og indbydende stemning.I stueetagen træder I ind til to stuer en suite, et køkken, et gæstetoilet og direkte udgang til baghaven. På førstesalen er der ligeledes indrettet et køkken, her i åben forbindelse med et alrum, ligesom der gemmer sig endnu en stue og et gæstetoilet. Bevæger I jer videre op ad det elegante trappeløb, kommer I til anden etage, som rummer to værelser, et toilet og så er der gjort klar til, at lave det badeværelse man har drømt om. Øverste og tredje etage vil imponere jer med loft ført til kip og blotlagte loftsbjælker. Størstedelen er ét stort værelse, og hertil får I et badeværelse. Tag nu et kig på kælderen, der giver jer praktiske rum til opmagasinering eller hobbyen. I finder et depot og tre disponible rum udover et baderum med et bruseafsnit og vaskefaciliteter. Udendørs kan I se frem til en gårdhave med morgensol på bagsiden af huset og en forhave med eftermiddags- og aftensol foran huset mod sydvest. Forhaven er blandt kvarterets største. Indendørs er den fantastiske stuk renset helt ned og står knivskarpt, det samme gælder træværket. Yderligere er vægge og lofter i alle beboelsesrum renoveret med glasfilt, som blandt andet forebygger revnedannelse, mens vinduerne i huset også er renoveret helt i bund.I bosætter jer i et skønt område, som karakteriseres af et godt nabofælleskab. Kvarteret har et fælleshus, Ulrik, der kan lejes til fester og huser ugentlige fællesspisninger, yogahold, børneaktiviteter og meget mere som man kan vælge at deltage i. Herudover er I endda tæt på alle hverdagens nødvendigheder. Under én kilometer fra adressen tilgår I skole, dagtilbud og indkøbsmuligheder foruden metro, S-tog og bus, der alt sammen kan føre jer hurtigt til Indre By. I kan spadsere til grønne omgivelser i Fælledparken og Lersøparken, og Svanemøllestranden er kun en kort cykeltur væk.",2022-08-21
17d1ee3b-8f03-4212-9589-dfb1315094e3-2595000,17d1ee3b-8f03-4212-9589-dfb1315094e3,Nybolig Valby Hagmann & Resom ApS,12.515868,55.6675,EPSG4326,Søndre Fasanvej,94B,2,2500,Valby,65,2595000,2,26,condo,2V med køkken alrum på central adresse!,"Lejligheden ligger på grænsen til Frederiksberg, roligt tilbagetrukket i 2. række fra Søndre Fasanvej og Valby Langgade. Der er to minutters gang til den historiske park Søndermarken med gang- og løbestier, oplyst om aftenen og med Zoo som nabo. To minutters gang i modsat retning ligger Tingstedet med caféer, restauranter, specialbutikker og shoppingcentret Spinderiet.Tæt på det gamle Valby og Nordisk Film med lav bebyggelse, rødmalede småhuse, træer og buske. Kort afstand til Valby St. og busser mod København, og på cykel er der kun 3 km til City.~ God og veldrevet ejendom fra 1975 med elevator, parkeringskælder, og fællesvaskeri. Ejendommen er løbende vedligeholdt og har b.la. renoveret facade og rør.Denne skønne og lyse bolig byder bl.a. på køkkenalrum, stort badeværelse med vaskesøjle samt soveværelse med walk-in/garderobe. Er der behov for et ekstra rum, kan stuen nemt deles op. Velkommen indenfor!",2022-08-21
3d3fc06e-c0c6-4426-8f01-10aad874c3a0-3295000,3d3fc06e-c0c6-4426-8f01-10aad874c3a0,home Christianshavn,12.583606,55.68436,EPSG4326,Dronningens Tværgade,41,2,1302,København K,56,3295000,1,26,condo,"1 værelses i Christiansgården, roligt beliggende mod den grønne gård","I centrum af København, blandt eksklusive forretninger, blomstrende parker, trendy kaffebarer og ikoniske spisesteder, finder du denne særlige bolig. Bygningen fra 1943 er fredet, har karakteristiske kendetegn og træer på begge side af gaden, hvilket skaber en harmonisk atmosfære.

Boligen henvender sig til singlen eller parret, der holder af storbyens sus og dus, og som ønsker et smukt og simpelt hjem placeret helt centralt. Lejlighedens 56 kvadratmeter rummer en fordelingsentré med mulighed fo",2022-08-21
43c55b1c-c4ee-4f18-866b-051dce1d52c6-3995000,43c55b1c-c4ee-4f18-866b-051dce1d52c6,Brikk,12.590853,55.700306,EPSG4326,Holsteinsgade,66,3,2100,København Ø,82,3995000,2,26,condo,"FLOT, LYSFYLDT OG STILREN LEJLIGHED MED TO ALTANER OG TAGTERRASSER!","Rummelig lejlighed, to gode altaner - tagterrasser og kort afstand til Nordhavn!; ",2022-08-21
